,x
14831,1.152
14832,0.686
14833,0.688
14834,1.273
14835,0.805
14836,0.614
14837,0.429
14838,0.525
14839,0.827
14840,0.923
14841,0.527
14842,0.343
14843,0.869
14844,0.39
14845,0.325
14846,0.312
14847,0.792
14848,0.42
14849,0.773
14850,1.099
14851,0.333
14852,0.428
14853,0.414
14854,0.428
14855,0.83
14856,0.873
14857,1.371
14858,0.869
14859,0.484
14860,0.742
14861,0.159
14862,0.502
14863,1.587
14864,2.373
14865,0.648
14866,0.633
14867,0.757
14868,0.868
14869,0.968
14870,0.384
14871,0.553
14872,0.558
14873,1.21
14874,0.343
14875,0.485
14876,0.52
14877,0.838
14878,0.591
14879,0.382
14880,1.131
14881,0.729
14882,0.883
14883,0.364
14884,0.693
14885,1.399
14886,0.323
14887,0.423
14888,0.959
14889,0.234
14890,0.958
14891,0.259
14892,0.643
14893,0.293
14894,0.288
14895,1.468
14896,0.579
14897,0.696
14898,0.7
14899,1.306
14900,0.269
14901,0.824
14902,0.91
14903,0.428
14904,0.661
14905,0.368
14906,0.364
14907,0.241
14908,0.708
14909,0.238
14910,0.51
14911,1.275
14912,0.288
14913,1.11
14914,0.387
14915,0.248
14916,0.161
14917,0.161
14918,0.408
14919,0.741
14920,0.276
14921,1.288
14922,0.832
14923,0.682
14924,0.699
14925,0.405
14926,0.695
14927,0.671
14928,0.423
14929,0.941
14930,0.917
14931,0.434
14932,0.467
14933,1.138
14934,0.346
14935,0.414
14936,0.173
14937,0.283
14938,0.223
14939,0.498
14940,0.677
14941,0.336
14942,0.36
14943,0.378
14944,0.346
14945,0.438
14946,0.447
14947,0.927
14948,0.269
14949,0.855
14950,1.682
14951,0.979
14952,0.886
14953,0.375
14954,1.095
14955,0.468
14956,0.943
14957,0.657
14958,0.362
14959,0.259
14960,1.451
14961,1.391
14962,0.332
14963,0.66
14964,0.702
14965,0.417
14966,0.73
14967,0.663
14968,1.218
14969,0.317
14970,0.286
14971,0.194
14972,0.664
14973,1.046
14974,0.826
14975,0.276
14976,0.315
14977,0.11
14978,1.725
14979,1.557
14980,0.302
14981,0.42
14982,0.425
14983,0.632
14984,0.649
14985,1.023
14986,1.713
14987,0.487
14988,0.393
14989,1.021
14990,0.457
14991,0.849
14992,0.429
14993,0.611
14994,0.879
14995,0.829
14996,0.332
14997,0.192
14998,0.491
14999,0.685
15000,0.431
15001,0.441
15002,0.986
15003,0.524
15004,0.837
15005,1.038
15006,0.344
15007,0.862
15008,0.563
15009,0.705
15010,0.823
15011,0.557
15012,0.392
15013,0.753
15014,1.238
15015,0.613
15016,0.694
15017,0.444
15018,1.919
15019,2.601
15020,1.887
15021,1.083
15022,1.122
15023,0.428
15024,1.165
15025,0.429
15026,0.356
15027,0.56
15028,0.521
15029,0.197
15030,0.429
15031,0.748
15032,0.175
15033,1.233
15034,1.122
15035,0.563
15036,1.121
15037,0.657
15038,0.404
15039,0.619
15040,0.604
15041,0.782
15042,0.467
15043,1.582
15044,0.354
15045,1.596
15046,1.037
15047,2.195
15048,0.584
15049,0.298
15050,0.567
15051,0.842
15052,0.566
15053,0.518
15054,0.565
15055,0.281
15056,0.505
15057,0.748
15058,0.456
15059,0.843
15060,1.003
15061,0.615
15062,0.544
15063,0.541
15064,1.372
15065,0.58
15066,1.132
15067,0.214
15068,1.122
15069,0.457
15070,0.364
15071,1.493
15072,0.36
15073,0.566
15074,1.239
15075,0.428
15076,0.849
15077,0.255
15078,1.02
15079,1.178
15080,1.351
15081,0.578
15082,0.542
15083,0.416
15084,0.292
15085,1.255
15086,0.687
15087,0.501
15088,1.28
15089,1.923
15090,0.909
15091,0.644
15092,0.806
15093,1.082
15094,0.588
15095,0.752
15096,0.382
15097,1.171
15098,0.431
15099,0.98
15100,1.079
15101,0.292
15102,0.792
15103,0.494
15104,0.413
15105,1.5
15106,0.851
15107,1.621
15108,1.228
15109,1.202
15110,0.926
15111,0.763
15112,1.026
15113,0.495
15114,0.562
15115,0.882
15116,1.37
15117,0.855
15118,1.444
15119,1.003
15120,0.268
15121,0.471
15122,1.021
15123,0.232
15124,1.15
15125,1.114
15126,0.392
15127,0.563
15128,0.981
15129,0.476
15130,0.851
15131,0.346
15132,0.955
15133,0.85
15134,0.605
15135,0.759
15136,0.495
15137,0.537
15138,2.292
15139,0.811
15140,0.274
15141,1.089
15142,0.86
15143,0.925
15144,1.824
15145,0.236
15146,0.566
15147,0.445
15148,0.333
15149,0.474
15150,0.435
15151,0.47
15152,0.07
15153,0.268
15154,1.149
15155,1.273
15156,0.718
15157,0.668
15158,1.004
15159,1.784
15160,0.37
15161,0.848
15162,1.743
15163,1.024
15164,1.138
15165,0.661
15166,1.037
15167,0.522
15168,0.917
15169,0.297
15170,0.216
15171,1.258
15172,0.32
15173,1.446
15174,0.679
15175,1.262
15176,0.963
15177,0.601
15178,0.575
15179,0.268
15180,1.541
15181,0.839
15182,0.601
15183,1.516
15184,0.37
15185,0.783
15186,1.056
15187,0.96
15188,0.616
15189,0.75
15190,0.434
15191,0.468
15192,0.632
15193,0.781
15194,0.56
15195,1.153
15196,0.938
15197,1.549
15198,0.702
15199,0.731
15200,1.348
15201,0.799
15202,1.737
15203,0.648
15204,0.657
15205,0.293
15206,0.696
15207,0.453
15208,0.312
15209,0.731
15210,0.993
15211,0.396
15212,0.503
15213,1.089
15214,1.603
15215,0.286
15216,0.28
15217,0.315
15218,0.626
15219,0.677
15220,0.773
15221,1.27
15222,0.831
15223,0.426
15224,0.599
15225,0.225
15226,1.495
15227,1.132
15228,0.414
15229,0.675
15230,0.362
15231,1.054
15232,1.114
15233,0.627
15234,1.353
15235,0.588
15236,0.407
15237,0.448
15238,0.971
15239,0.958
15240,1.501
15241,0.999
15242,0.799
15243,0.471
15244,1.212
15245,1.427
15246,0.336
15247,1.111
15248,0.802
15249,1.796
15250,0.343
15251,1.642
15252,0.445
15253,0.359
15254,0.759
15255,0.859
15256,2.436
15257,1.262
15258,0.509
15259,0.802
15260,0.932
15261,0.498
15262,0.676
15263,0.536
15264,1.253
15265,0.444
15266,0.368
15267,0.67
15268,0.748
15269,1.004
15270,1.948
15271,0.78
15272,0.631
15273,0.882
15274,0.94
15275,0.323
15276,0.419
15277,0.553
15278,1.925
15279,0.466
15280,0.401
15281,0.69
15282,1.577
15283,0.801
15284,0.218
15285,0.991
15286,0.807
15287,0.448
15288,0.467
15289,1.068
15290,1.776
15291,0.357
15292,0.651
15293,1.044
15294,0.448
15295,0.192
15296,0.802
15297,0.903
15298,0.356
15299,0.542
15300,0.513
15301,0.788
15302,1.409
15303,1.275
15304,0.761
15305,0.77
15306,0.32
15307,0.743
15308,1.874
15309,1.347
15310,0.484
15311,0.71
15312,1.082
15313,0.579
15314,0.656
15315,0.777
15316,0.994
15317,1.547
15318,1.477
15319,0.911
15320,0.387
15321,1.193
15322,1.372
15323,0.57
15324,0.408
15325,1.613
15326,0.644
15327,0.425
15328,0.712
15329,0.719
15330,1.851
15331,1.133
15332,0.605
15333,0.7
15334,0.542
15335,0.402
15336,0.461
15337,1.006
15338,1.498
15339,1.198
15340,0.625
15341,0.395
15342,1.061
15343,0.799
15344,0.712
15345,1.011
15346,1.553
15347,0.517
15348,1.429
15349,0.983
15350,0.527
15351,1.618
15352,0.323
15353,0.983
15354,1.415
15355,0.66
15356,1.358
15357,0.522
15358,1.105
15359,0.593
15360,1.446
15361,0.468
15362,1.445
15363,0.87
15364,2.077
15365,0.495
15366,1.167
15367,0.844
15368,0.815
15369,0.805
15370,0.576
15371,0.554
15372,1.055
15373,0.371
15374,1.016
15375,0.297
15376,0.76
15377,0.471
15378,0.343
15379,1.864
15380,0.535
15381,0.295
15382,1.583
15383,0.601
15384,0.148
15385,0.75
15386,0.793
15387,0.313
15388,0.208
15389,0.438
15390,1.014
15391,1.462
15392,0.544
15393,0.285
15394,1.017
15395,1.794
15396,0.546
15397,0.481
15398,1.368
15399,0.448
15400,0.471
15401,0.693
15402,0.441
15403,1.226
15404,0.782
15405,0.586
15406,2.236
15407,0.746
15408,0.81
15409,0.283
15410,0.327
15411,0.894
15412,0.763
15413,1.2
15414,1.245
15415,0.413
15416,0.808
15417,0.532
15418,0.576
15419,0.981
15420,0.866
15421,0.498
15422,0.562
15423,0.315
15424,0.432
15425,0.376
15426,1.095
15427,0.788
15428,0.313
15429,0.589
15430,0.645
15431,0.161
15432,0.51
15433,0.545
15434,0.216
15435,0.39
15436,0.522
15437,0.927
15438,0.695
15439,0.562
15440,0.497
15441,0.353
15442,1.388
15443,0.586
15444,0.867
15445,0.28
15446,0.57
15447,0.618
15448,0.502
15449,0.501
15450,1.074
15451,0.648
15452,0.735
15453,0.705
15454,0.419
15455,0.571
15456,1.349
15457,1.172
15458,0.503
15459,0.678
15460,1.446
15461,1.177
15462,0.527
15463,0.884
15464,0.332
15465,0.274
15466,0.717
15467,2.027
15468,0.815
15469,0.635
15470,1.533
15471,1.341
15472,0.445
15473,1.772
15474,0.891
15475,4.454
15476,0.712
15477,0.838
15478,1.021
15479,1.015
15480,0.312
15481,0.561
15482,0.448
15483,0.464
15484,0.699
15485,0.307
15486,0.702
15487,0.907
15488,0.814
15489,1.474
15490,0.941
15491,1.019
15492,0.239
15493,0.458
15494,0.58
15495,0.799
15496,0.951
15497,0.376
15498,0.184
15499,1.465
15500,0.648
15501,0.621
15502,0.514
15503,0.899
15504,1.295
15505,1.479
15506,0.63
15507,0.414
15508,0.419
15509,0.631
15510,0.657
15511,0.876
15512,0.55
15513,0.351
15514,0.444
15515,0.404
15516,0.537
15517,0.392
15518,0.983
15519,0.51
15520,0.207
15521,0.357
15522,1.245
15523,0.364
15524,0.711
15525,0.471
15526,0.775
15527,0.398
15528,0.398
15529,1.201
15530,0.81
15531,0.604
15532,1.232
15533,0.356
15534,0.569
15535,0.466
15536,0.343
15537,0.743
15538,1.164
15539,0.281
15540,0.631
15541,0.476
15542,0.713
15543,0.613
15544,0.483
15545,0.435
15546,0.648
15547,0.76
15548,1.021
15549,1.24
15550,1.008
15551,0.376
15552,0.288
15553,0.639
15554,1.737
15555,1.219
15556,0.942
15557,1.267
15558,0.829
15559,0.413
15560,0.616
15561,0.671
15562,1.299
15563,1.241
15564,0.428
15565,1.617
15566,1.338
15567,1.142
15568,0.553
15569,0.938
15570,1.027
15571,0.332
15572,0.533
15573,0.744
15574,0.498
15575,0.425
15576,0.986
15577,0.49
15578,0.627
15579,0.599
15580,0.333
15581,0.485
15582,0.576
15583,0.466
15584,1.639
15585,1.348
15586,0.624
15587,0.928
15588,0.683
15589,0.335
15590,0.691
15591,0.402
15592,0.432
15593,0.445
15594,0.711
15595,0.6
15596,0.936
15597,0.351
15598,1.249
15599,0.41
15600,0.603
15601,0.477
15602,0.615
15603,1.976
15604,0.55
15605,0.42
15606,0.516
15607,0.545
15608,0.693
15609,0.79
15610,0.441
15611,0.767
15612,0.413
15613,1.05
15614,0.866
15615,0.34
15616,0.847
15617,0.216
15618,0.935
15619,0.532
15620,1.056
15621,0.474
15622,0.236
15623,0.631
15624,0.382
15625,0.798
15626,0.73
15627,1.06
15628,0.343
15629,0.379
15630,0.578
15631,0.495
15632,1.243
15633,0.464
15634,0.298
15635,0.624
15636,1.408
15637,1.199
15638,0.63
15639,1.504
15640,1.879
15641,0.25
15642,1.065
15643,0.575
15644,0.341
15645,0.327
15646,0.46
15647,0.63
15648,0.648
15649,0.328
15650,0.955
15651,0.464
15652,1.343
15653,0.94
15654,0.796
15655,1.271
15656,1.339
15657,1.058
15658,0.608
15659,0.354
15660,0.312
15661,0.757
15662,1.242
15663,1.039
15664,0.696
15665,0.601
15666,0.541
15667,1.026
15668,0.984
15669,2.45
15670,0.327
15671,0.967
15672,0.487
15673,0.527
15674,1.185
15675,1.484
15676,1.788
15677,0.376
15678,0.285
15679,1.286
15680,1.322
15681,0.896
15682,0.328
15683,0.638
15684,0.782
15685,1.409
15686,0.618
15687,0.532
15688,0.684
15689,0.417
15690,0.328
15691,0.313
15692,0.305
15693,0.711
15694,0.501
15695,0.991
15696,0.338
15697,1.915
15698,0.245
15699,1.1
15700,0.485
15701,0.72
15702,0.332
15703,0.67
15704,0.498
15705,0.572
15706,0.542
15707,0.432
15708,0.719
15709,0.495
15710,0.546
15711,1.402
15712,1.015
15713,0.936
15714,0.268
15715,1.311
15716,1.877
15717,0.866
15718,0.945
15719,0.524
15720,0.774
15721,2.238
15722,0.401
15723,0.611
15724,0.767
15725,1.469
15726,1.34
15727,1.319
15728,0.858
15729,0.375
15730,0.643
15731,0.685
15732,1.597
15733,1.565
15734,0.729
15735,0.49
15736,0.727
15737,1.039
15738,0.709
15739,0.684
15740,1.924
15741,0.216
15742,0.456
15743,0.368
15744,1.071
15745,0.527
15746,0.62
15747,0.584
15748,0.784
15749,0.41
15750,0.506
15751,2.387
15752,0.487
15753,0.467
15754,1.071
15755,1.559
15756,0.495
15757,0.064
15758,1.684
15759,1.138
15760,0.873
15761,1.266
15762,0.816
15763,0.426
15764,0.285
15765,0.362
15766,1.816
15767,0.622
15768,0.629
15769,0.343
15770,0.357
15771,0.423
15772,1.799
15773,0.621
15774,0.313
15775,0.396
15776,0.593
15777,0.911
15778,0.461
15779,1.401
15780,0.665
15781,0.694
15782,0.425
15783,0.522
15784,1.152
15785,0.367
15786,1.392
15787,0.234
15788,1.111
15789,2.253
15790,0.266
15791,1.322
15792,0.631
15793,0.57
15794,1.005
15795,0.535
15796,1.122
15797,0.975
15798,2.04
15799,0.59
15800,0.877
15801,0.861
15802,0.688
15803,0.477
15804,0.487
15805,3.14
15806,1.204
15807,0.266
15808,1.003
15809,0.444
15810,0.96
15811,1.105
15812,0.912
15813,0.684
15814,0.454
15815,1.25
15816,0.879
15817,1.213
15818,0.622
15819,0.484
15820,0.434
15821,2.95
15822,0.765
15823,0.239
15824,1.316
15825,0.886
15826,0.444
15827,0.36
15828,0.173
15829,1.247
15830,0.645
15831,1.384
15832,0.609
15833,0.423
15834,0.688
15835,1.422
15836,0.797
15837,1.173
15838,1.004
15839,0.631
15840,0.398
15841,0.297
15842,0.353
15843,0.696
15844,0.468
15845,0.8
15846,1.269
15847,0.784
15848,0.776
15849,0.325
15850,1.885
15851,0.688
15852,0.49
15853,1.954
15854,0.39
15855,0.87
15856,1.079
15857,0.556
15858,1.082
15859,1.174
15860,0.438
15861,1.556
15862,1.335
15863,0.28
15864,0.517
15865,0.239
15866,1.889
15867,0.34
15868,0.905
15869,0.453
15870,0.292
15871,1.411
15872,0.605
15873,0.516
15874,1.245
15875,2.168
15876,0.11
15877,3.989
15878,0.591
15879,1.351
15880,1.13
15881,0.357
15882,0.51
15883,0.565
15884,1.286
15885,0.701
15886,0.273
15887,1.493
15888,0.522
15889,1.139
15890,0.386
15891,0.051
15892,0.919
15893,0.596
15894,0.692
15895,1.153
15896,1.779
15897,0.545
15898,0.286
15899,1.635
15900,1.119
15901,1.419
15902,0.343
15903,0.375
15904,0.379
15905,0.766
15906,1.626
15907,0.357
15908,1.576
15909,0.528
15910,2.069
15911,0.56
15912,0.495
15913,0.285
15914,1.348
15915,2.065
15916,0.539
15917,1.489
15918,0.847
15919,0.566
15920,0.456
15921,0.375
15922,0.529
15923,1.138
15924,2.032
15925,0.902
15926,0.553
15927,0.709
15928,1.215
15929,0.55
15930,0.647
15931,0.498
15932,0.699
15933,0.221
15934,0.705
15935,0.396
15936,0.497
15937,0.42
15938,1.484
15939,1.951
15940,0.843
15941,0.546
15942,0.593
15943,0.683
15944,0.381
15945,0.491
15946,0.379
15947,0.47
15948,1.201
15949,0.981
15950,0.556
15951,1.308
15952,0.7
15953,0.94
15954,0.382
15955,0.341
15956,0.746
15957,0.456
15958,0.862
15959,0.629
15960,0.234
15961,0.305
15962,0.656
15963,1.004
15964,0.913
15965,0.853
15966,0.297
15967,0.876
15968,0.456
15969,0.371
15970,0.399
15971,0.23
15972,0.307
15973,0.283
15974,0.454
15975,0.33
15976,0.956
15977,0.234
15978,1.354
15979,0.332
15980,0.252
15981,0.651
15982,1.074
15983,0.346
15984,0.322
15985,0.49
15986,0.713
15987,0.368
15988,0.467
15989,2.359
15990,0.414
15991,0.243
15992,0.881
15993,0.395
15994,0.792
15995,0.938
15996,1.597
15997,0.188
15998,0.303
15999,0.21
16000,0.624
16001,1.507
16002,0.996
16003,0.422
16004,0.913
16005,0.485
16006,0.679
16007,0.622
16008,0.769
16009,0.745
16010,0.13
16011,0.667
16012,1.133
16013,0.575
16014,0.378
16015,0.864
16016,0.273
16017,0.495
16018,0.585
16019,0.298
16020,0.789
16021,1.308
16022,0.571
16023,0.364
16024,0.542
16025,0.417
16026,0.52
16027,0.23
16028,0.578
16029,1.171
16030,1.051
16031,0.434
16032,0.753
16033,1.413
16034,0.533
16035,0.58
16036,1.297
16037,1.331
16038,0.207
16039,0.21
16040,0.913
16041,0.586
16042,0.743
16043,0.477
16044,0.599
16045,0.699
16046,0.384
16047,0.45
16048,0.313
16049,0.775
16050,1.609
16051,1.038
16052,0.565
16053,0.349
16054,0.73
16055,1.013
16056,1.251
16057,0.357
16058,0.685
16059,0.829
16060,0.903
16061,0.483
16062,0.444
16063,0.772
16064,0.924
16065,0.537
16066,0.684
16067,0.474
16068,0.671
16069,1.112
16070,0.638
16071,0.662
16072,1.009
16073,0.651
16074,1.732
16075,0.444
16076,0.328
16077,1.225
16078,0.371
16079,0.548
16080,0.694
16081,0.448
16082,0.75
16083,0.66
16084,0.503
16085,0.539
16086,0.604
16087,1.199
16088,0.57
16089,0.97
16090,0.362
16091,0.429
16092,0.641
16093,1.006
16094,0.533
16095,0.376
16096,0.278
16097,0.865
16098,0.912
16099,0.457
16100,1.865
16101,0.633
16102,0.466
16103,1.428
16104,0.362
16105,0.445
16106,0.37
16107,0.512
16108,0.588
16109,1.108
16110,0.846
16111,1.242
16112,1.152
16113,1.574
16114,0.476
16115,0.458
16116,0.456
16117,0.327
16118,0.41
16119,0.611
16120,0.079
16121,0.717
16122,1.08
16123,1.202
16124,1.152
16125,1.424
16126,0.56
16127,0.807
16128,1.042
16129,0.923
16130,0.492
16131,0.727
16132,0.312
16133,1.337
16134,0.297
16135,1.487
16136,1.344
16137,0.422
16138,1.308
16139,0.522
16140,1.588
16141,0.317
16142,0.285
16143,0.447
16144,0.552
16145,1.139
16146,0.476
16147,0.429
16148,0.33
16149,0.373
16150,1.323
16151,0.978
16152,0.629
16153,0.66
16154,0.819
16155,0.288
16156,0.454
16157,0.533
16158,1.852
16159,1.038
16160,0.483
16161,0.553
16162,1.359
16163,0.945
16164,0.95
16165,0.725
16166,1.514
16167,1.409
16168,0.18
16169,0.471
16170,1.027
16171,1.259
16172,0.441
16173,0.859
16174,0.532
16175,0.857
16176,1.433
16177,0.563
16178,0.625
16179,0.456
16180,1.029
16181,1.187
16182,0.904
16183,0.608
16184,1.149
16185,0.214
16186,0.492
16187,1.264
16188,0.474
16189,0.365
16190,0.423
16191,0.596
16192,0.281
16193,0.303
16194,1.135
16195,0.405
16196,0.603
16197,0.315
16198,1.174
16199,0.425
16200,0.338
16201,0.531
16202,1.531
16203,1.099
16204,0.308
16205,0.815
16206,1.383
16207,0.618
16208,1.464
16209,0.473
16210,0.463
16211,1.213
16212,0.991
16213,0.907
16214,1.095
16215,1.152
16216,0.717
16217,0.453
16218,2.088
16219,0.423
16220,0.85
16221,0.404
16222,0.262
16223,0.516
16224,0.461
16225,0.647
16226,0.463
16227,0.386
16228,1.117
16229,0.703
16230,0.979
16231,1.135
16232,0.491
16233,0.46
16234,0.384
16235,0.454
16236,0.408
16237,1.124
16238,0.563
16239,0.529
16240,0.327
16241,0.451
16242,0.517
16243,0.382
16244,0.325
16245,0.578
16246,1.071
16247,0.236
16248,0.728
16249,0.853
16250,0.365
16251,0.245
16252,0.814
16253,0.51
16254,0.492
16255,0.621
16256,0.327
16257,0.611
16258,0.384
16259,0.458
16260,0.367
16261,1.952
16262,0.441
16263,0.838
16264,0.367
16265,1.634
16266,0.619
16267,0.365
16268,0.266
16269,0.942
16270,0.7
16271,1.237
16272,0.556
16273,0.563
16274,0.375
16275,0.52
16276,0.444
16277,1.38
16278,1.476
16279,1.332
16280,0.839
16281,0.447
16282,0.799
16283,0.561
16284,0.991
16285,0.728
16286,0.298
16287,0.733
16288,0.562
16289,0.844
16290,0.485
16291,0.565
16292,1.083
16293,0.598
16294,1.046
16295,1.186
16296,0.641
16297,0.502
16298,0.619
16299,0.33
16300,0.92
16301,0.402
16302,0.426
16303,0.34
16304,0.32
16305,0.661
16306,0.399
16307,0.979
16308,0.371
16309,0.932
16310,1.895
16311,1.17
16312,0.621
16313,0.936
16314,0.581
16315,0.865
16316,0.533
16317,0.382
16318,0.529
16319,0.581
16320,0.243
16321,0.487
16322,0.991
16323,1.47
16324,0.268
16325,0.349
16326,0.389
16327,0.453
16328,0.539
16329,0.463
16330,1.296
16331,0.212
16332,0.722
16333,0.057
16334,0.393
16335,0.505
16336,0.387
16337,0.569
16338,0.349
16339,0.408
16340,1.301
16341,1.347
16342,0.297
16343,0.67
16344,0.787
16345,1.112
16346,1.057
16347,1.665
16348,1.919
16349,0.814
16350,0.39
16351,0.749
16352,1.563
16353,0.549
16354,0.364
16355,0.528
16356,0.723
16357,0.506
16358,0.882
16359,0.513
16360,0.468
16361,0.471
16362,0.825
16363,0.539
16364,0.474
16365,0.47
16366,0.606
16367,0.434
16368,1.393
16369,1.067
16370,0.593
16371,0.736
16372,0.773
16373,1.2
16374,0.49
16375,0.48
16376,1.233
16377,0.635
16378,1.454
16379,0.264
16380,0.51
16381,1.123
16382,0.645
16383,1.283
16384,0.422
16385,0.333
16386,1.423
16387,0.451
16388,2.024
16389,1.632
16390,0.522
16391,0.829
16392,1.057
16393,0.525
16394,1.338
16395,0.387
16396,0.556
16397,0.192
16398,0.625
16399,0.942
16400,0.308
16401,0.281
16402,1.171
16403,0.723
16404,1.432
16405,1.567
16406,0.872
16407,1.47
16408,0.468
16409,1.262
16410,1.388
16411,1.127
16412,0.875
16413,1.268
16414,0.931
16415,0.47
16416,0.417
16417,0.393
16418,0.618
16419,0.349
16420,1.584
16421,1.22
16422,1.278
16423,0.967
16424,0.356
16425,1.465
16426,0.676
16427,0.395
16428,0.269
16429,1.267
16430,1.381
16431,0.238
16432,0.456
16433,0.553
16434,1.189
16435,0.278
16436,0.77
16437,2.186
16438,0.834
16439,0.589
16440,0.353
16441,0.416
16442,0.405
16443,0.56
16444,0.364
16445,0.47
16446,1.28
16447,0.454
16448,0.55
16449,1.496
16450,1.216
16451,0.343
16452,0.478
16453,0.357
16454,0.375
16455,0.615
16456,1.005
16457,0.688
16458,1.379
16459,1.32
16460,0.132
16461,0.895
16462,0.661
16463,0.395
16464,0.62
16465,1.62
16466,0.608
16467,1.434
16468,0.539
16469,0.323
16470,0.618
16471,0.466
16472,0.521
16473,1.02
16474,0.595
16475,0.813
16476,0.746
16477,0.924
16478,1.644
16479,1.475
16480,0.546
16481,1.208
16482,0.432
16483,1.032
16484,0.461
16485,2.725
16486,0.288
16487,0.332
16488,0.425
16489,0.6
16490,1.28
16491,0.212
16492,0.885
16493,0.59
16494,0.693
16495,1.225
16496,0.367
16497,0.961
16498,0.615
16499,0.527
16500,0.837
16501,0.478
16502,1.685
16503,1.075
16504,0.37
16505,0.846
16506,1.023
16507,1.094
16508,0.775
16509,0.625
16510,0.583
16511,0.546
16512,0.608
16513,0.74
16514,1.077
16515,0.522
16516,1.476
16517,0.373
16518,0.478
16519,0.432
16520,0.747
16521,0.621
16522,0.476
16523,0.416
16524,0.405
16525,0.838
16526,0.453
16527,0.457
16528,0.46
16529,0.458
16530,0.45
16531,0.281
16532,1.147
16533,0.556
16534,0.463
16535,0.863
16536,0.443
16537,1.061
16538,0.603
16539,0.283
16540,0.401
16541,0.59
16542,0.622
16543,1.124
16544,0.663
16545,1.363
16546,0.512
16547,0.554
16548,1.073
16549,0.505
16550,0.381
16551,1.278
16552,2.095
16553,0.679
16554,1.991
16555,0.637
16556,0.42
16557,0.285
16558,0.972
16559,0.307
16560,0.728
16561,0.41
16562,0.336
16563,0.338
16564,0.128
16565,0.688
16566,0.968
16567,0.408
16568,0.349
16569,0.343
16570,1.353
16571,0.533
16572,0.72
16573,0.825
16574,0.643
16575,0.752
16576,0.488
16577,0.312
16578,2.303
16579,0.748
16580,0.432
16581,1.449
16582,2.093
16583,0.663
16584,1.531
16585,0.332
16586,0.981
16587,0.365
16588,1.176
16589,1.178
16590,0.992
16591,0.561
16592,0.686
16593,0.28
16594,0.765
16595,0.303
16596,0.747
16597,0.318
16598,1.397
16599,1.881
16600,1.291
16601,1.251
16602,0.285
16603,0.525
16604,0.39
16605,0.678
16606,0.323
16607,0.783
16608,0.586
16609,0.709
16610,0.708
16611,0.595
16612,0.33
16613,1.796
16614,1.157
16615,0.732
16616,0.518
16617,0.598
16618,0.714
16619,1.55
16620,0.473
16621,0.281
16622,0.59
16623,0.485
16624,1.15
16625,0.708
16626,0.356
16627,0.718
16628,0.84
16629,0.497
16630,1.122
16631,1.184
16632,0.453
16633,0.992
16634,1.016
16635,0.514
16636,0.478
16637,0.765
16638,0.65
16639,0.803
16640,0.419
16641,0.701
16642,0.353
16643,0.401
16644,0.508
16645,1.79
16646,0.542
16647,0.916
16648,1.398
16649,0.96
16650,1.383
16651,0.52
16652,1.564
16653,0.335
16654,0.798
16655,0.422
16656,1.617
16657,1.113
16658,0.485
16659,0.734
16660,0.509
16661,0.905
16662,0.549
16663,0.467
16664,0.601
16665,0.393
16666,0.257
16667,0.575
16668,0.563
16669,0.675
16670,0.416
16671,0.609
16672,0.938
16673,0.747
16674,1.282
16675,0.733
16676,0.318
16677,0.761
16678,0.815
16679,0.625
16680,0.934
16681,1.169
16682,1.226
16683,0.484
16684,0.702
16685,1.667
16686,1.176
16687,0.74
16688,0.62
16689,0.65
16690,1.295
16691,0.29
16692,1.43
16693,0.791
16694,0.285
16695,0.327
16696,2.192
16697,1.031
16698,0.445
16699,0.516
16700,0.83
16701,0.34
16702,1.387
16703,1.316
16704,1.247
16705,0.729
16706,1.103
16707,0.798
16708,0.44
16709,1.233
16710,0.614
16711,0.45
16712,0.78
16713,0.344
16714,0.389
16715,0.434
16716,0.405
16717,1.079
16718,1.046
16719,0.506
16720,0.642
16721,0.344
16722,0.717
16723,1.411
16724,1.816
16725,0.297
16726,0.368
16727,1.067
16728,1.025
16729,0.227
16730,1.087
16731,0.293
16732,0.208
16733,1.042
16734,0.57
16735,0.356
16736,1.32
16737,1.386
16738,0.444
16739,0.476
16740,0.395
16741,0.682
16742,0.349
16743,0.161
16744,0.268
16745,0.67
16746,1.529
16747,1.051
16748,0.625
16749,0.322
16750,0.274
16751,1.273
16752,0.451
16753,0.431
16754,1.137
16755,0.622
16756,1.015
16757,0.435
16758,1.623
16759,0.513
16760,0.353
16761,0.441
16762,0.498
16763,0.281
16764,0.678
16765,0.593
16766,0.434
16767,1.283
16768,0.261
16769,0.404
16770,0.401
16771,0.721
16772,0.416
16773,0.531
16774,0.353
16775,1.229
16776,0.516
16777,0.401
16778,0.527
16779,0.435
16780,0.842
16781,0.494
16782,1.038
16783,0.947
16784,0.416
16785,0.44
16786,0.405
16787,0.935
16788,0.626
16789,0.229
16790,1.386
16791,0.229
16792,0.386
16793,0.798
16794,1.738
16795,0.273
16796,0.705
16797,0.348
16798,0.386
16799,0.621
16800,1.771
16801,0.552
16802,0.765
16803,0.698
16804,0.819
16805,0.693
16806,0.783
16807,0.566
16808,0.63
16809,0.438
16810,0.703
16811,1.025
16812,0.264
16813,0.273
16814,0.553
16815,0.556
16816,0.286
16817,1.417
16818,0.613
16819,0.593
16820,0.443
16821,1.116
16822,3.737
16823,0.234
16824,0.695
16825,0.839
16826,1.432
16827,0.581
16828,0.7
16829,0.823
