,x
7351,0.845
7352,0.44
7353,1.448
7354,0.953
7355,2.316
7356,1.44
7357,0.593
7358,1.382
7359,0.813
7360,0.606
7361,0.537
7362,1.034
7363,0.419
7364,0.471
7365,1.365
7366,0.654
7367,0.492
7368,1.044
7369,1.264
7370,0.537
7371,0.506
7372,1.116
7373,0.356
7374,1.217
7375,0.658
7376,0.77
7377,1.708
7378,0.495
7379,0.632
7380,0.503
7381,1.069
7382,1.562
7383,0.571
7384,0.676
7385,0.905
7386,0.705
7387,0.387
7388,0.571
7389,1.053
7390,0.353
7391,0.447
7392,0.356
7393,1.037
7394,0.508
7395,1.083
7396,0.505
7397,0.734
7398,0.65
7399,0.468
7400,0.093
7401,1.488
7402,1.842
7403,0.982
7404,0.789
7405,0.336
7406,1.824
7407,0.348
7408,0.45
7409,0.382
7410,2.286
7411,0.252
7412,0.771
7413,0.269
7414,0.477
7415,0.499
7416,1.106
7417,1.135
7418,0.152
7419,0.262
7420,0.395
7421,1.154
7422,0.512
7423,0.246
7424,0.741
7425,0.33
7426,1.531
7427,0.378
7428,0.429
7429,0.756
7430,3.043
7431,1.598
7432,0.774
7433,0.349
7434,0.836
7435,0.949
7436,0.943
7437,0.463
7438,0.631
7439,0.318
7440,0.516
7441,0.533
7442,1.096
7443,1.093
7444,0.327
7445,1.475
7446,0.382
7447,1.902
7448,1.189
7449,1.029
7450,1.965
7451,0.62
7452,1.273
7453,0.78
7454,1.365
7455,0.901
7456,0.848
7457,0.67
7458,0.444
7459,0.221
7460,0.791
7461,0.351
7462,0.429
7463,0.601
7464,0.527
7465,0.335
7466,0.514
7467,1.055
7468,0.705
7469,0.447
7470,2.744
7471,0.29
7472,0.569
7473,0.307
7474,0.348
7475,0.808
7476,0.824
7477,0.867
7478,0.88
7479,2.106
7480,0.759
7481,0.605
7482,0.443
7483,1.072
7484,1.018
7485,0.58
7486,1.344
7487,0.882
7488,0.325
7489,1.144
7490,0.871
7491,0.78
7492,0.484
7493,1.224
7494,0.525
7495,0.816
7496,1.95
7497,0.795
7498,0.652
7499,0.502
7500,1.285
7501,0.349
7502,0.739
7503,1.665
7504,0.423
7505,0.535
7506,0.906
7507,1.244
7508,0.601
7509,1.145
7510,0.271
7511,1.108
7512,1.817
7513,0.535
7514,0.419
7515,0.501
7516,0.44
7517,0.578
7518,0.443
7519,0.46
7520,1.377
7521,0.854
7522,0.644
7523,1.034
7524,0.613
7525,0.872
7526,0.789
7527,0.662
7528,0.157
7529,0.227
7530,0.389
7531,0.332
7532,0.635
7533,0.36
7534,0.498
7535,0.677
7536,0.29
7537,0.498
7538,0.916
7539,1.469
7540,1.515
7541,0.29
7542,1.5
7543,0.968
7544,0.532
7545,0.423
7546,0.686
7547,0.8
7548,0.567
7549,0.877
7550,0.411
7551,1.884
7552,0.399
7553,0.371
7554,0.396
7555,0.934
7556,0.516
7557,0.711
7558,0.732
7559,1.895
7560,1.133
7561,2.219
7562,0.335
7563,0.579
7564,1.192
7565,0.571
7566,0.986
7567,0.793
7568,1.214
7569,0.729
7570,0.466
7571,0.346
7572,0.714
7573,1.181
7574,0.847
7575,0.278
7576,0.408
7577,1.797
7578,1.212
7579,0.362
7580,0.665
7581,0.599
7582,1.902
7583,1.071
7584,0.368
7585,1.698
7586,0.513
7587,0.429
7588,0.569
7589,0.618
7590,1.113
7591,1.037
7592,1.382
7593,0.735
7594,0.736
7595,0.701
7596,0.175
7597,0.567
7598,1.307
7599,0.979
7600,0.696
7601,0.516
7602,1.774
7603,1.196
7604,0.435
7605,1.555
7606,0.558
7607,0.902
7608,1.139
7609,1.086
7610,0.854
7611,1.171
7612,0.44
7613,1.41
7614,2.851
7615,0.41
7616,0.51
7617,0.411
7618,1.453
7619,1.116
7620,1.147
7621,0.481
7622,0.93
7623,1.502
7624,0.426
7625,1.122
7626,0.443
7627,0.527
7628,1.656
7629,1.441
7630,0.278
7631,0.477
7632,1.539
7633,0.298
7634,0.454
7635,0.676
7636,1.148
7637,1.872
7638,1.808
7639,0.588
7640,0.712
7641,0.368
7642,0.399
7643,1.643
7644,0.8
7645,1.154
7646,0.765
7647,0.554
7648,0.923
7649,1.446
7650,0.641
7651,0.509
7652,0.665
7653,0.381
7654,0.755
7655,0.725
7656,0.232
7657,1.502
7658,0.241
7659,0.742
7660,0.647
7661,0.498
7662,1.415
7663,0.341
7664,0.053
7665,0.566
7666,1.006
7667,0.529
7668,1.901
7669,1.393
7670,0.477
7671,0.558
7672,0.84
7673,0.642
7674,0.384
7675,0.508
7676,0.973
7677,1.105
7678,0.621
7679,2.251
7680,0.333
7681,0.766
7682,0.776
7683,0.502
7684,1.842
7685,0.781
7686,0.84
7687,1.034
7688,0.533
7689,1.065
7690,1.242
7691,0.31
7692,0.637
7693,1.013
7694,1.773
7695,0.343
7696,1.245
7697,0.404
7698,1.098
7699,0.668
7700,0.761
7701,0.62
7702,1.396
7703,0.399
7704,0.36
7705,1.125
7706,0.381
7707,1.39
7708,0.792
7709,0.379
7710,1.207
7711,0.719
7712,1.37
7713,0.416
7714,1.44
7715,0.613
7716,0.443
7717,0.328
7718,1.003
7719,2.384
7720,1.272
7721,0.783
7722,1.258
7723,1.848
7724,0.758
7725,1.061
7726,1.169
7727,0.993
7728,1.007
7729,0.828
7730,1.665
7731,0.67
7732,0.724
7733,1.167
7734,0.98
7735,0.467
7736,0.386
7737,1.296
7738,0.467
7739,0.533
7740,1.781
7741,1.252
7742,0.28
7743,1.491
7744,0.278
7745,0.445
7746,0.373
7747,0.795
7748,0.81
7749,0.49
7750,1.526
7751,1.016
7752,0.6
7753,0.522
7754,0.641
7755,0.779
7756,0.708
7757,1.074
7758,0.676
7759,0.381
7760,0.707
7761,1.598
7762,1.038
7763,0.739
7764,0.937
7765,0.566
7766,0.365
7767,0.742
7768,0.252
7769,1.832
7770,1.009
7771,0.485
7772,1.111
7773,0.386
7774,1.589
7775,1.092
7776,0.444
7777,1.114
7778,1.242
7779,0.984
7780,0.312
7781,0.51
7782,2.043
7783,1.244
7784,1.38
7785,0.243
7786,0.699
7787,1.174
7788,1.449
7789,0.687
7790,0.223
7791,0.678
7792,0.548
7793,1.098
7794,0.58
7795,0.869
7796,0.671
7797,0.195
7798,0.699
7799,0.221
7800,1.758
7801,0.977
7802,0.431
7803,0.588
7804,1.37
7805,0.79
7806,0.332
7807,1.319
7808,1.122
7809,0.494
7810,0.801
7811,0.29
7812,0.264
7813,0.413
7814,1.452
7815,1.033
7816,0.359
7817,0.684
7818,0.529
7819,0.466
7820,0.359
7821,0.907
7822,1.554
7823,0.647
7824,0.416
7825,0.45
7826,0.378
7827,0.988
7828,0.907
7829,0.474
7830,0.743
7831,0.283
7832,0.928
7833,0.392
7834,1.016
7835,0.684
7836,0.153
7837,0.298
7838,1.022
7839,0.542
7840,0.48
7841,0.901
7842,0.661
7843,0.295
7844,0.153
7845,0.312
7846,0.064
7847,0.389
7848,0.663
7849,1.333
7850,0.315
7851,0.373
7852,0.678
7853,0.423
7854,0.763
7855,0.894
7856,0.549
7857,0.566
7858,0.552
7859,1.125
7860,0.711
7861,0.36
7862,0.255
7863,0.317
7864,0.338
7865,0.425
7866,0.968
7867,0.531
7868,0.895
7869,0.699
7870,0.443
7871,1.519
7872,0.546
7873,1.717
7874,0.598
7875,0.492
7876,1.144
7877,0.639
7878,0.333
7879,0.616
7880,0.281
7881,0.986
7882,0.485
7883,0.866
7884,0.759
7885,0.248
7886,1.467
7887,0.651
7888,0.703
7889,0.759
7890,0.07
7891,1.315
7892,0.356
7893,0.506
7894,0.443
7895,0.435
7896,1.982
7897,1.749
7898,1.414
7899,1.071
7900,1.819
7901,0.344
7902,2.007
7903,1.119
7904,1.529
7905,0.431
7906,0.343
7907,0.278
7908,0.732
7909,2.06
7910,0.408
7911,1.788
7912,0.662
7913,0.3
7914,0.484
7915,0.729
7916,1.965
7917,0.871
7918,0.734
7919,0.627
7920,0.756
7921,0.638
7922,0.569
7923,1.157
7924,1.086
7925,1.846
7926,0.855
7927,1.445
7928,0.588
7929,1.216
7930,0.386
7931,0.731
7932,0.909
7933,2.401
7934,0.481
7935,0.635
7936,0.678
7937,1.164
7938,0.481
7939,0.413
7940,0.501
7941,1.254
7942,0.32
7943,0.293
7944,0.481
7945,0.238
7946,0.37
7947,1.029
7948,0.06
7949,0.619
7950,0.229
7951,0.373
7952,1.241
7953,0.638
7954,1.309
7955,0.816
7956,0.392
7957,0.541
7958,0.497
7959,0.344
7960,0.448
7961,0.862
7962,1.81
7963,0.375
7964,1.49
7965,0.399
7966,1.001
7967,0.483
7968,0.84
7969,0.816
7970,0.405
7971,0.554
7972,0.807
7973,0.518
7974,0.67
7975,0.468
7976,0.343
7977,0.683
7978,0.522
7979,0.422
7980,0.508
7981,2.346
7982,0.866
7983,0.557
7984,0.553
7985,1.004
7986,0.477
7987,0.216
7988,0.32
7989,0.704
7990,1.316
7991,0.825
7992,0.652
7993,0.793
7994,0.724
7995,0.589
7996,0.387
7997,0.346
7998,0.52
7999,0.688
8000,1.156
8001,0.478
8002,1.05
8003,0.448
8004,0.474
8005,0.639
8006,0.49
8007,1.175
8008,0.792
8009,0.567
8010,3.655
8011,0.864
8012,0.872
8013,0.414
8014,0.651
8015,0.407
8016,0.46
8017,0.609
8018,1.014
8019,0.889
8020,0.444
8021,0.425
8022,0.471
8023,1.35
8024,0.33
8025,0.778
8026,0.453
8027,0.914
8028,0.517
8029,0.307
8030,0.376
8031,0.921
8032,0.902
8033,0.259
8034,2.356
8035,0.396
8036,0.461
8037,0.463
8038,0.241
8039,0.315
8040,0.533
8041,1.343
8042,1.065
8043,2.007
8044,0.601
8045,0.56
8046,0.527
8047,1.742
8048,1.196
8049,0.223
8050,0.591
8051,0.831
8052,0.402
8053,0.41
8054,0.685
8055,0.618
8056,0.295
8057,1.395
8058,0.288
8059,1.486
8060,1.088
8061,0.171
8062,0.529
8063,1.091
8064,0.571
8065,1.359
8066,1.506
8067,0.728
8068,0.695
8069,1.247
8070,0.769
8071,1.303
8072,0.89
8073,0.259
8074,0.676
8075,0.657
8076,0.714
8077,0.417
8078,0.402
8079,0.965
8080,0.528
8081,0.921
8082,0.506
8083,0.21
8084,0.367
8085,0.245
8086,0.638
8087,0.261
8088,0.939
8089,0.588
8090,0.419
8091,1.876
8092,0.47
8093,0.484
8094,0.695
8095,0.323
8096,0.815
8097,0.422
8098,0.906
8099,0.624
8100,0.609
8101,1.712
8102,1.262
8103,1.982
8104,0.94
8105,0.293
8106,0.816
8107,0.599
8108,1.072
8109,0.425
8110,1.247
8111,0.315
8112,0.261
8113,1.405
8114,0.343
8115,0.295
8116,0.553
8117,1.682
8118,0.239
8119,0.813
8120,0.307
8121,0.303
8122,1.131
8123,0.322
8124,1.135
8125,1.407
8126,0.649
8127,0.425
8128,0.389
8129,0.713
8130,0.411
8131,0.732
8132,0.691
8133,0.923
8134,0.354
8135,0.292
8136,0.367
8137,0.585
8138,0.262
8139,0.32
8140,0.676
8141,0.616
8142,1.911
8143,0.432
8144,0.765
8145,0.686
8146,1.592
8147,0.777
8148,0.561
8149,0.984
8150,2.202
8151,0.48
8152,0.208
8153,0.444
8154,1.199
8155,0.327
8156,0.595
8157,1.016
8158,0.229
8159,0.656
8160,0.379
8161,0.723
8162,0.914
8163,0.957
8164,0.796
8165,0.733
8166,0.721
8167,0.57
8168,0.882
8169,1.047
8170,0.777
8171,0.754
8172,0.39
8173,1.131
8174,0.575
8175,0.548
8176,0.942
8177,0.387
8178,0.408
8179,0.609
8180,0.266
8181,0.169
8182,1.697
8183,1.142
8184,0.648
8185,0.375
8186,1.205
8187,0.444
8188,1.037
8189,0.351
8190,0.546
8191,1.785
8192,0.936
8193,0.373
8194,0.483
8195,0.346
8196,1.367
8197,0.423
8198,0.477
8199,0.45
8200,0.276
8201,0.429
8202,0.432
8203,1.05
8204,0.839
8205,0.474
8206,1.508
8207,0.458
8208,0.615
8209,0.349
8210,0.514
8211,0.831
8212,0.58
8213,0.396
8214,0.37
8215,0.771
8216,0.535
8217,0.276
8218,1.008
8219,0.46
8220,0.298
8221,1.793
8222,1.299
8223,0.384
8224,1.218
8225,0.765
8226,0.13
8227,0.232
8228,0.824
8229,1.685
8230,0.463
8231,0.662
8232,0.344
8233,0.261
8234,0.83
8235,0.927
8236,0.527
8237,0.285
8238,0.379
8239,1.028
8240,0.714
8241,1.509
8242,1.615
8243,1.111
8244,0.305
8245,1.029
8246,0.608
8247,0.315
8248,0.988
8249,1.465
8250,1.492
8251,0.636
8252,0.585
8253,1.308
8254,0.68
8255,0.378
8256,0.441
8257,0.384
8258,0.662
8259,0.401
8260,0.414
8261,0.401
8262,0.823
8263,0.261
8264,0.323
8265,0.302
8266,1.201
8267,0.894
8268,0.594
8269,0.539
8270,0.234
8271,0.399
8272,1.141
8273,0.044
8274,1.039
8275,0.429
8276,1.203
8277,0.774
8278,0.61
8279,1.059
8280,0.595
8281,0.367
8282,0.33
8283,0.499
8284,1.222
8285,0.232
8286,1.051
8287,0.245
8288,0.757
8289,0.668
8290,1.767
8291,0.95
8292,0.79
8293,0.408
8294,0.51
8295,0.485
8296,1.557
8297,0.478
8298,1.029
8299,0.328
8300,0.378
8301,0.464
8302,0.921
8303,0.804
8304,0.626
8305,0.777
8306,1
8307,1.28
8308,1.203
8309,0.662
8310,1.154
8311,0.777
8312,0.245
8313,0.691
8314,0.63
8315,0.619
8316,0.676
8317,0.182
8318,0.522
8319,0.695
8320,0.395
8321,0.307
8322,1.566
8323,0.833
8324,0.608
8325,1.283
8326,0.661
8327,0.718
8328,0.969
8329,0.381
8330,0.693
8331,0.546
8332,0.677
8333,0.674
8334,0.171
8335,1.011
8336,1.363
8337,0.521
8338,1.121
8339,0.942
8340,1.126
8341,0.505
8342,0.49
8343,0.335
8344,0.036
8345,0.445
8346,0.177
8347,0.57
8348,1.012
8349,1.017
8350,1.33
8351,0.558
8352,1.154
8353,0.723
8354,0.417
8355,0.815
8356,0.476
8357,0.428
8358,1.155
8359,0.485
8360,0.616
8361,0.508
8362,0.33
8363,0.327
8364,0.508
8365,1.359
8366,1.879
8367,1.038
8368,0.268
8369,1.31
8370,0.838
8371,0.281
8372,1.751
8373,1.288
8374,1.997
8375,0.91
8376,0.254
8377,0.393
8378,0.199
8379,0.69
8380,0.254
8381,1.406
8382,0.438
8383,1.236
8384,1.486
8385,1.178
8386,0.463
8387,0.995
8388,1.158
8389,0.632
8390,1.001
8391,1.93
8392,0.864
8393,0.763
8394,0.157
8395,0.36
8396,0.915
8397,1.236
8398,1.716
8399,0.641
8400,0.398
8401,0.953
8402,0.387
8403,0.742
8404,1.083
8405,0.648
8406,0.307
8407,0.431
8408,0.624
8409,0.806
8410,1.066
8411,0.855
8412,0.62
8413,0.323
8414,1.301
8415,0.451
8416,0.512
8417,1.993
8418,0.338
8419,0.425
8420,0.872
8421,0.569
8422,0.461
8423,0.14
8424,1.075
8425,0.677
8426,1.423
8427,0.883
8428,0.811
8429,0.557
8430,0.42
8431,0.906
8432,0.75
8433,0.478
8434,0.605
8435,0.502
8436,0.539
8437,0.911
8438,1.251
8439,0.451
8440,1.141
8441,0.742
8442,1.396
8443,0.371
8444,0.487
8445,1.188
8446,1.828
8447,1.666
8448,1.397
8449,0.518
8450,1.34
8451,1.994
8452,1.021
8453,0.944
8454,1.267
8455,0.657
8456,0.774
8457,1.016
8458,0.346
8459,0.802
8460,0.407
8461,0.8
8462,1.042
8463,0.034
8464,0.583
8465,0.447
8466,1.136
8467,0.908
8468,0.954
8469,0.561
8470,2.313
8471,1.328
8472,1.142
8473,1.203
8474,0.85
8475,0.364
8476,1.372
8477,0.434
8478,0.721
8479,0.39
8480,0.365
8481,0.328
8482,0.36
8483,0.473
8484,1.167
8485,1.267
8486,1.413
8487,0.637
8488,0.429
8489,0.69
8490,0.658
8491,0.571
8492,0.441
8493,0.325
8494,0.525
8495,2.525
8496,0.308
8497,0.359
8498,0.419
8499,1.013
8500,0.466
8501,0.188
8502,1.023
8503,0.995
8504,0.336
8505,0.338
8506,0.492
8507,0.772
8508,1.314
8509,0.76
8510,1.121
8511,0.32
8512,1.098
8513,0.916
8514,0.864
8515,0.313
8516,0.392
8517,0.283
8518,1.246
8519,0.456
8520,0.302
8521,0.991
8522,0.766
8523,0.497
8524,0.259
8525,1.308
8526,1.942
8527,1.163
8528,0.349
8529,0.387
8530,0.344
8531,0.464
8532,1.281
8533,0.444
8534,0.49
8535,0.733
8536,0.74
8537,0.483
8538,0.901
8539,1.437
8540,0.986
8541,0.373
8542,0.23
8543,0.881
8544,0.804
8545,0.831
8546,0.574
8547,0.952
8548,0.384
8549,2.534
8550,0.495
8551,0.875
8552,0.476
8553,0.75
8554,0.596
8555,0.28
8556,0.453
8557,0.381
8558,0.327
8559,1.011
8560,0.764
8561,1.182
8562,1.101
8563,0.29
8564,0.333
8565,0.308
8566,0.41
8567,0.3
8568,0.443
8569,1.106
8570,1.302
8571,0.746
8572,0.535
8573,0.641
8574,0.416
8575,0.336
8576,0.444
8577,1.065
8578,0.906
8579,0.325
8580,0.595
8581,0.466
8582,1.198
8583,1.994
8584,1.497
8585,0.239
8586,0.643
8587,0.438
8588,0.354
8589,0.246
8590,1.341
8591,0.654
8592,1.086
8593,0.393
8594,0.315
8595,0.177
8596,0.718
8597,1.901
8598,0.14
8599,0.56
8600,0.611
8601,0.728
8602,0.561
8603,0.707
8604,1.016
8605,0.936
8606,1.34
8607,0.961
8608,1.548
8609,0.245
8610,0.292
8611,0.481
8612,0.212
8613,0.438
8614,0.609
8615,0.516
8616,1.632
8617,0.238
8618,0.609
8619,0.435
8620,0.946
8621,1.62
8622,0.23
8623,1.141
8624,0.448
8625,0.33
8626,0.426
8627,1.464
8628,0.99
8629,0.364
8630,0.938
8631,0.45
8632,1.383
8633,0.417
8634,0.153
8635,1.483
8636,0.812
8637,0.357
8638,0.734
8639,0.477
8640,0.51
8641,0.92
8642,1.717
8643,0.333
8644,1.236
8645,0.503
8646,0.351
8647,0.354
8648,0.387
8649,0.447
8650,0.278
8651,0.281
8652,0.98
8653,0.444
8654,1.035
8655,0.835
8656,0.419
8657,0.967
8658,1.471
8659,0.605
8660,0.61
8661,0.28
8662,0.819
8663,1.053
8664,0.3
8665,1.17
8666,0.239
8667,0.619
8668,0.698
8669,1.243
8670,0.528
8671,0.395
8672,0.721
8673,0.859
8674,0.497
8675,0.399
8676,1.118
8677,0.716
8678,0.327
8679,0.404
8680,1.082
8681,1.119
8682,0.603
8683,0.68
8684,1.862
8685,0.723
8686,0.685
8687,0.552
8688,0.553
8689,0.578
8690,0.416
8691,1.214
8692,0.428
8693,1.04
8694,1.027
8695,0.804
8696,0.457
8697,0.246
8698,0.546
8699,0.33
8700,1.023
8701,1.034
8702,1.395
8703,0.333
8704,0.453
8705,0.099
8706,1.169
8707,0.692
8708,0.457
8709,0.408
8710,1.001
8711,0.791
8712,0.967
8713,0.501
8714,0.817
8715,0.48
8716,0.443
8717,0.516
8718,0.293
8719,0.351
8720,0.609
8721,0.362
8722,0.392
8723,0.629
8724,1.559
8725,0.986
8726,0.053
8727,1.632
8728,0.621
8729,1.203
8730,0.332
8731,1.71
8732,0.605
8733,0.48
8734,0.349
8735,0.414
8736,0.48
8737,0.387
8738,1.117
8739,0.423
8740,0.682
8741,0.544
8742,2.808
8743,0.55
8744,1.054
8745,0.344
8746,0.207
8747,1.677
8748,0.575
8749,0.276
8750,1.079
8751,0.521
8752,0.636
8753,0.248
8754,1.978
8755,1.617
8756,0.868
8757,1.262
8758,0.335
8759,0.499
8760,1.082
8761,0.816
8762,0.443
8763,0.221
8764,0.67
8765,0.464
8766,0.398
8767,0.413
8768,0.618
8769,0.308
8770,0.268
8771,0.516
8772,0.99
8773,0.658
8774,1.927
8775,0.549
8776,1.114
8777,1.098
8778,0.704
8779,1.125
8780,1.31
8781,1.23
8782,0.614
8783,1.016
8784,1.197
8785,2.254
8786,0.293
8787,0.549
8788,0.603
8789,0.477
8790,0.261
8791,1.181
8792,0.514
8793,0.739
8794,0.305
8795,0.845
8796,0.923
8797,1.259
8798,0.601
8799,0.245
8800,0.225
8801,2.027
8802,0.444
8803,0.539
8804,0.561
8805,0.295
8806,0.54
8807,0.902
8808,0.56
8809,0.336
8810,0.723
8811,0.54
8812,0.603
8813,1.302
8814,0.553
8815,1.446
8816,0.874
8817,0.585
8818,0.583
8819,1.111
8820,0.36
8821,0.384
8822,0.325
8823,0.687
8824,0.328
8825,0.593
8826,0.861
8827,0.615
8828,0.312
8829,0.495
8830,0.407
8831,0.405
8832,0.685
8833,1.303
8834,2.374
8835,0.749
8836,0.786
8837,0.431
8838,0.735
8839,0.354
8840,0.781
8841,0.521
8842,0.533
8843,1.265
8844,1.561
8845,0.346
8846,0.57
8847,0.584
8848,0.72
8849,0.655
8850,0.356
8851,0.325
8852,0.935
8853,0.685
8854,0.262
8855,0.254
8856,0.839
8857,1.433
8858,1.59
8859,0.434
8860,0.572
8861,0.601
8862,0.25
8863,0.464
8864,0.499
8865,0.378
8866,0.574
8867,0.435
8868,0.414
8869,0.336
8870,3.113
8871,0.399
8872,1.019
8873,1.055
8874,0.932
8875,0.811
8876,1.482
8877,0.553
8878,0.779
8879,0.39
8880,0.619
8881,0.31
8882,0.873
8883,0.431
8884,0.74
8885,0.829
8886,1.267
8887,2.259
8888,1.448
8889,0.332
8890,0.354
8891,0.614
8892,0.533
8893,0.591
8894,0.884
8895,0.967
8896,0.987
8897,1.132
8898,0.508
8899,1.442
8900,0.864
8901,0.423
8902,0.764
8903,0.66
8904,0.317
8905,1.475
8906,1.765
8907,0.273
8908,0.426
8909,0.569
8910,0.426
8911,0.641
8912,0.88
8913,0.464
8914,0.885
8915,0.478
8916,0.508
8917,0.739
8918,0.401
8919,0.419
8920,0.792
8921,0.598
8922,1.113
8923,0.435
8924,0.297
8925,1.659
8926,0.594
8927,0.276
8928,1.438
8929,0.349
8930,0.408
8931,0.656
8932,0.367
8933,1.237
8934,1.119
8935,0.59
8936,0.554
8937,0.405
8938,0.426
8939,0.432
8940,1.245
8941,0.76
8942,0.505
8943,0.632
8944,0.395
8945,0.554
8946,0.225
8947,1.291
8948,0.495
8949,0.517
8950,1.186
8951,0.457
8952,1.271
8953,0.641
8954,0.144
8955,0.687
8956,0.45
8957,1.091
8958,1.632
8959,0.498
8960,1.171
8961,0.425
8962,2.045
8963,1.434
8964,1.066
8965,0.593
8966,0.683
8967,0.657
8968,0.457
8969,0.467
8970,0.37
8971,1.673
8972,0.561
8973,0.987
8974,1.493
8975,1.472
8976,0.353
8977,0.54
8978,0.46
8979,0.563
8980,0.232
8981,0.9
8982,0.491
8983,0.458
8984,0.66
8985,0.494
8986,0.903
8987,1.448
8988,0.51
8989,0.709
8990,0.37
8991,0.833
8992,0.48
8993,0.269
8994,1.372
8995,1.566
8996,0.474
8997,0.533
8998,0.173
8999,0.298
9000,0.522
9001,0.42
9002,0.671
9003,1.129
9004,0.662
9005,0.476
9006,0.724
9007,0.637
9008,0.714
9009,1.351
9010,1.781
9011,0.688
9012,0.252
9013,0.297
9014,1.349
9015,0.613
9016,0.787
9017,0.885
9018,1.81
9019,0.307
9020,0.702
9021,1.207
9022,0.323
9023,0.701
9024,1.086
9025,1.404
9026,0.619
9027,0.575
9028,0.55
9029,0.281
9030,0.423
9031,1.669
9032,0.327
9033,0.831
9034,0.444
9035,0.381
9036,0.541
9037,0.615
9038,0.379
9039,1.533
9040,0.736
9041,0.541
9042,0.39
9043,0.234
9044,0.52
9045,0.348
9046,0.387
9047,0.375
9048,1.253
9049,1.321
9050,0.662
9051,0.42
9052,1.182
9053,0.945
9054,1.756
9055,0.396
9056,2.094
9057,1.302
9058,0.529
9059,0.758
9060,0.716
9061,0.435
9062,0.303
9063,0.998
9064,1.365
9065,0.52
9066,0.371
9067,0.509
9068,0.39
9069,1.544
9070,0.456
9071,0.958
9072,1.05
9073,1.024
9074,0.411
9075,0.295
9076,0.434
9077,0.335
9078,0.858
9079,2.236
9080,0.74
9081,0.643
9082,1.549
9083,0.625
9084,0.632
9085,0.759
9086,1.169
9087,0.502
9088,0.484
9089,0.73
9090,0.687
9091,1.677
9092,0.759
9093,1.199
9094,1.379
9095,0.571
9096,0.411
9097,0.556
9098,1.663
9099,0.969
9100,0.292
9101,0.463
9102,0.118
9103,0.739
9104,1.488
9105,0.588
9106,0.371
9107,0.78
9108,0.506
9109,2.598
9110,2.139
9111,0.47
9112,0.7
9113,0.501
9114,1.114
9115,1.08
9116,2.214
9117,0.292
9118,0.375
9119,1.583
9120,1.218
9121,1.332
9122,0.865
9123,0.21
9124,0.876
9125,1.197
9126,0.829
9127,0.216
9128,0.429
9129,0.481
9130,0.402
9131,1.35
9132,1.03
9133,0.517
9134,0.488
9135,1.155
9136,0.74
9137,0.308
9138,0.414
9139,1.006
9140,0.456
9141,0.959
9142,0.307
9143,0.336
9144,0.553
9145,0.453
9146,0.611
9147,0.499
9148,0.398
9149,0.434
9150,1.486
9151,1.171
9152,0.532
9153,0.599
9154,1.371
9155,0.416
9156,0.779
9157,0.668
9158,0.44
9159,0.19
9160,0.255
9161,1.326
9162,1.155
9163,0.872
9164,1.243
9165,1.838
9166,0.438
9167,0.773
9168,0.39
9169,1.301
9170,0.516
9171,0.885
9172,0.419
9173,0.458
9174,0.578
9175,0.13
9176,0.574
9177,0.542
9178,1.759
9179,0.527
9180,1.368
9181,0.79
9182,0.928
9183,0.625
9184,0.912
9185,0.574
9186,0.581
9187,0.56
9188,0.879
9189,1.32
9190,1.008
9191,0.365
9192,0.453
9193,0.445
9194,0.42
9195,0.414
9196,0.408
9197,0.371
9198,2.414
9199,0.422
9200,0.554
9201,0.647
9202,0.61
9203,0.556
9204,0.542
9205,0.544
9206,0.44
9207,1.673
9208,1.169
9209,0.809
9210,1.331
9211,0.32
9212,0.649
9213,0.902
9214,1.175
9215,0.266
9216,0.295
9217,1.301
9218,0.46
9219,0.989
9220,0.852
9221,0.792
9222,0.378
9223,0.572
9224,0.492
9225,0.986
9226,0.717
9227,0.937
9228,0.528
9229,0.839
9230,1.313
9231,0.562
9232,1.151
9233,1.559
9234,0.503
9235,0.601
9236,1.765
9237,0.447
9238,2.191
9239,1.468
9240,2.723
9241,1.222
9242,0.831
9243,0.416
9244,0.809
9245,1.105
9246,0.724
9247,0.989
9248,0.781
9249,0.322
9250,0.58
9251,0.444
9252,0.754
9253,0.929
9254,1.228
9255,1.389
9256,1.38
9257,1.637
9258,1.513
9259,1.929
9260,0.57
9261,0.642
9262,0.716
9263,0.664
9264,0.308
9265,1.508
9266,0.343
9267,0.238
9268,0.354
9269,0.45
9270,0.67
9271,2.212
9272,0.426
9273,0.525
9274,1.15
9275,1.189
9276,0.298
9277,0.846
9278,1.443
9279,0.641
9280,0.864
9281,1.198
9282,0.491
9283,0.417
9284,0.375
9285,0.832
9286,0.497
9287,0.288
9288,0.827
9289,0.276
9290,0.379
9291,1.73
9292,0.413
9293,0.312
9294,0.601
9295,0.393
9296,0.458
9297,0.945
9298,0.423
9299,0.408
9300,2.078
9301,0.724
9302,0.474
9303,1.032
9304,0.39
9305,0.943
9306,1.38
9307,0.554
9308,0.218
9309,0.417
9310,1.407
9311,0.503
9312,0.271
9313,0.422
9314,0.601
9315,0.378
9316,0.376
9317,0.743
9318,0.182
9319,0.351
9320,0.683
9321,0.408
9322,0.327
9323,0.302
9324,0.448
9325,0.163
9326,0.478
9327,0.662
9328,0.657
9329,0.838
9330,0.949
9331,0.45
9332,0.541
9333,0.693
9334,0.963
9335,2.04
9336,0.66
9337,0.39
9338,0.246
9339,0.746
9340,0.637
9341,0.687
9342,0.441
9343,0.742
9344,0.686
9345,0.518
9346,0.474
9347,0.399
9348,0.729
9349,0.633
